product,source,value,country,indicator
Food products,SE,152.599540903757,FI,Cropland
Hotels and restaurants,SE,17.8336687160482,FI,Cropland
Education and health,SE,13.6246900351304,FI,Cropland
Food waste,SE,0.013898422428875,FI,Cropland
Agriculture,SI,0.0192841497160349,FI,Cropland
 -   ,SI,0.325222364174335,FI,Cropland
Food products,SI,0.299315071398346,FI,Cropland
Hotels and restaurants,SI,0.166745846575143,FI,Cropland
Education and health,SI,0.146027945040082,FI,Cropland
Food waste,SI,0.000128129258828765,FI,Cropland
Agriculture,SK,0.443042026832028,FI,Cropland
 -   ,SK,8.96085431479938,FI,Cropland
Food products,SK,26.9982478495377,FI,Cropland
Hotels and restaurants,SK,3.09737305066552,FI,Cropland
Education and health,SK,2.96535762697569,FI,Cropland
Food waste,SK,0.00377182148736104,FI,Cropland
Agriculture,GB,6.72861160107335,FI,Cropland
 -   ,GB,16.5433140515536,FI,Cropland
Food products,GB,37.4482056488568,FI,Cropland
Hotels and restaurants,GB,3.78621579957628,FI,Cropland
Education and health,GB,4.22483277545869,FI,Cropland
Food waste,GB,0.0152127630173158,FI,Cropland
Agriculture,US,44.4321206023386,FI,Cropland
 -   ,US,353.401493407083,FI,Cropland
Food products,US,278.169340309816,FI,Cropland
Hotels and restaurants,US,43.2723724212894,FI,Cropland
Education and health,US,64.6693612414385,FI,Cropland
Food waste,US,0.364488721498024,FI,Cropland
Agriculture,JP,0.987158210884871,FI,Cropland
 -   ,JP,0.88983308001122,FI,Cropland
Food products,JP,2.50793307574887,FI,Cropland
Hotels and restaurants,JP,0.277435279968491,FI,Cropland
Education and health,JP,0.308132919881612,FI,Cropland
Food waste,JP,0.0010003426593475,FI,Cropland
Agriculture,CN,17.4722999012596,FI,Cropland
 -   ,CN,272.583162534354,FI,Cropland
Food products,CN,45.4088754583011,FI,Cropland
Hotels and restaurants,CN,12.982732881143,FI,Cropland
Education and health,CN,25.3775302305068,FI,Cropland
Food waste,CN,0.116070847737047,FI,Cropland
Agriculture,CA,18.1578433732198,FI,Cropland
 -   ,CA,87.5161299435204,FI,Cropland
Food products,CA,86.2620276880386,FI,Cropland
Hotels and restaurants,CA,18.0036436004094,FI,Cropland
Education and health,CA,21.7437525471157,FI,Cropland
Food waste,CA,0.144189857491141,FI,Cropland
Agriculture,KR,0.0269475841878755,FI,Cropland
 -   ,KR,2.26110063774971,FI,Cropland
Food products,KR,0.274172181206673,FI,Cropland
Hotels and restaurants,KR,1.00973299884836,FI,Cropland
Education and health,KR,0.905184138365919,FI,Cropland
Food waste,KR,0.00101814877339071,FI,Cropland
Agriculture,BR,209.476358662768,FI,Cropland
 -   ,BR,186.254508338933,FI,Cropland
Food products,BR,157.837029960337,FI,Cropland
Hotels and restaurants,BR,23.7802793534492,FI,Cropland
Education and health,BR,38.0931821174276,FI,Cropland
Food waste,BR,0.186156947355001,FI,Cropland
Agriculture,IN,40.5467363194571,FI,Cropland
 -   ,IN,164.655615343975,FI,Cropland
Food products,IN,83.6195986254096,FI,Cropland
Hotels and restaurants,IN,37.6459875771512,FI,Cropland
Education and health,IN,41.6737422573946,FI,Cropland
Food waste,IN,0.167470616556865,FI,Cropland
Agriculture,MX,12.6673228274727,FI,Cropland
 -   ,MX,8.79552910533352,FI,Cropland
Food products,MX,12.3740291213202,FI,Cropland
Hotels and restaurants,MX,2.17444274760112,FI,Cropland
Education and health,MX,2.38813580495227,FI,Cropland
Food waste,MX,0.022312566837401,FI,Cropland
Agriculture,RU,213.133418907705,FI,Cropland
 -   ,RU,489.130430908946,FI,Cropland
Food products,RU,583.319300052176,FI,Cropland
Hotels and restaurants,RU,97.6785185308317,FI,Cropland
Education and health,RU,124.860679739471,FI,Cropland
Food waste,RU,0.633286152569345,FI,Cropland
Agriculture,AU,7.1796098344572,FI,Cropland
 -   ,AU,162.991609989472,FI,Cropland
Food products,AU,93.8843124595514,FI,Cropland
Hotels and restaurants,AU,38.671325474244,FI,Cropland
Education and health,AU,43.7234400086166,FI,Cropland
Food waste,AU,0.333906941134758,FI,Cropland
Agriculture,CH,0.24161139319102,FI,Cropland
 -   ,CH,3.11675687270949,FI,Cropland
Food products,CH,2.90474321075038,FI,Cropland
Hotels and restaurants,CH,0.615238880673228,FI,Cropland
Education and health,CH,0.810668542505393,FI,Cropland
Food waste,CH,0.00257514522532174,FI,Cropland
Agriculture,TR,4.44795319812603,FI,Cropland
 -   ,TR,25.4481883922734,FI,Cropland
Food products,TR,25.7040163066769,FI,Cropland
Hotels and restaurants,TR,10.4977822779063,FI,Cropland
Education and health,TR,9.50523551534914,FI,Cropland
Food waste,TR,0.0138172237073509,FI,Cropland
Agriculture,TW,0.322727805143473,FI,Cropland
 -   ,TW,1.07003576194173,FI,Cropland
Food products,TW,0.410703483879184,FI,Cropland
Hotels and restaurants,TW,0.12857259050159,FI,Cropland
Education and health,TW,0.180617207185572,FI,Cropland
Food waste,TW,0.0025580205781334,FI,Cropland
Agriculture,NO,5.18093720274185,FI,Cropland
 -   ,NO,5.63214496116012,FI,Cropland
Food products,NO,62.3180999022131,FI,Cropland
Hotels and restaurants,NO,4.53988563945821,FI,Cropland
Education and health,NO,3.56740295244262,FI,Cropland
Food waste,NO,0.000861037363366902,FI,Cropland
Agriculture,ID,56.5394627334964,FI,Cropland
 -   ,ID,62.2868746011502,FI,Cropland
Food products,ID,38.1866731584272,FI,Cropland
Hotels and restaurants,ID,10.4271887190221,FI,Cropland
Education and health,ID,14.4645018497304,FI,Cropland
Food waste,ID,0.0811868709455808,FI,Cropland
Agriculture,ZA,27.3828880797817,FI,Cropland
 -   ,ZA,17.2645174222853,FI,Cropland
Food products,ZA,68.029974310387,FI,Cropland
Hotels and restaurants,ZA,5.6949193553065,FI,Cropland
Education and health,ZA,6.29645484927207,FI,Cropland
Food waste,ZA,0.0655141182132448,FI,Cropland
Agriculture,WA,242.425810358736,FI,Cropland
 -   ,WA,552.637905242148,FI,Cropland
Food products,WA,303.051518971452,FI,Cropland
Hotels and restaurants,WA,136.748576034949,FI,Cropland
Education and health,WA,160.120573431491,FI,Cropland
Food waste,WA,1.4994798428451,FI,Cropland
Agriculture,WL,350.684517141297,FI,Cropland
 -   ,WL,182.356443077772,FI,Cropland
Food products,WL,220.592785259127,FI,Cropland
Hotels and restaurants,WL,39.4238667021699,FI,Cropland
Education and health,WL,46.8594357046056,FI,Cropland
Food waste,WL,0.434997428610614,FI,Cropland
Agriculture,WE,13.6021047703075,FI,Cropland
 -   ,WE,217.594616924815,FI,Cropland
Food products,WE,117.641202923181,FI,Cropland
Hotels and restaurants,WE,33.6319975854346,FI,Cropland
Education and health,WE,48.4448962607729,FI,Cropland
Food waste,WE,0.257899459995134,FI,Cropland
Agriculture,WF,282.138952896036,FI,Cropland
 -   ,WF,684.42741021464,FI,Cropland
Food products,WF,249.825870984189,FI,Cropland
Hotels and restaurants,WF,147.32406705232,FI,Cropland
Education and health,WF,176.334756054093,FI,Cropland
Food waste,WF,1.37530228997541,FI,Cropland
Agriculture,WM,205.000720763191,FI,Cropland
 -   ,WM,106.984286805047,FI,Cropland
Food products,WM,79.0453202320815,FI,Cropland
Hotels and restaurants,WM,21.3841387872694,FI,Cropland
Education and health,WM,26.9706166873949,FI,Cropland
Food waste,WM,0.129615708292368,FI,Cropland
Agriculture,AT,0.064140237173046,FI,Grassland
 -   ,AT,2.44285119315077,FI,Grassland
Food products,AT,4.58335901986159,FI,Grassland
Hotels and restaurants,AT,0.945733667766326,FI,Grassland
Education and health,AT,0.909328610241025,FI,Grassland
Food waste,AT,0.000996410445581932,FI,Grassland
Agriculture,BE,0.0804037224646183,FI,Grassland
 -   ,BE,1.51417001502169,FI,Grassland
Food products,BE,7.65092928433869,FI,Grassland
Hotels and restaurants,BE,0.953758200094397,FI,Grassland
Education and health,BE,0.812461522068764,FI,Grassland
Food waste,BE,0.0014793898313362,FI,Grassland
Agriculture,BG,0.153395599977542,FI,Grassland
 -   ,BG,6.6300959894329,FI,Grassland
Food products,BG,1.41867011659224,FI,Grassland
Hotels and restaurants,BG,1.50682552146978,FI,Grassland
Education and health,BG,1.75446728031497,FI,Grassland
Food waste,BG,0.00167288181592785,FI,Grassland
Agriculture,CY,0.00155177114300595,FI,Grassland
 -   ,CY,0.0247113590690505,FI,Grassland
Food products,CY,0.203850836373622,FI,Grassland
Hotels and restaurants,CY,0.020975103604095,FI,Grassland
Education and health,CY,0.0170891114710778,FI,Grassland
Food waste,CY,6.96875147100925e-06,FI,Grassland
Agriculture,CZ,0.142459722724468,FI,Grassland
 -   ,CZ,2.52737325498402,FI,Grassland
Food products,CZ,7.94019937741311,FI,Grassland
Hotels and restaurants,CZ,0.950461569177882,FI,Grassland
Education and health,CZ,0.888359588986057,FI,Grassland
Food waste,CZ,0.00122067559789109,FI,Grassland
Agriculture,DE,2.98807870312807,FI,Grassland
 -   ,DE,7.91219115026205,FI,Grassland
Food products,DE,72.4770647474763,FI,Grassland
Hotels and restaurants,DE,4.43067982678659,FI,Grassland
Education and health,DE,3.85965943709344,FI,Grassland
Food waste,DE,0.00416190349365952,FI,Grassland
Agriculture,DK,0.106433975418455,FI,Grassland
 -   ,DK,1.09970405312439,FI,Grassland
Food products,DK,14.5894565058521,FI,Grassland
Hotels and restaurants,DK,0.775099788040897,FI,Grassland
Education and health,DK,0.670119196209103,FI,Grassland
Food waste,DK,0.000223860368177735,FI,Grassland
Agriculture,EE,0.745039641370338,FI,Grassland
 -   ,EE,8.68485746232394,FI,Grassland
Food products,EE,123.050266996201,FI,Grassland
Hotels and restaurants,EE,5.23976845581686,FI,Grassland
Education and health,EE,4.63722905236099,FI,Grassland
Food waste,EE,0.00102186291259709,FI,Grassland
Agriculture,ES,1.19544667730778,FI,Grassland
 -   ,ES,10.4365006761845,FI,Grassland
Food products,ES,21.7205215840404,FI,Grassland
Hotels and restaurants,ES,3.78244906712378,FI,Grassland
Education and health,ES,3.54088865189379,FI,Grassland
Food waste,ES,0.00542004180351191,FI,Grassland
Agriculture,FI,7.46207480413434,FI,Grassland
 -   ,FI,10.6570055894412,FI,Grassland
Food products,FI,59.2226053277848,FI,Grassland
Hotels and restaurants,FI,2.40559004629197,FI,Grassland
Education and health,FI,4.29606192714444,FI,Grassland
Food waste,FI,0.00106586310633355,FI,Grassland
Agriculture,FR,0.550585874042287,FI,Grassland
 -   ,FR,10.5845696543613,FI,Grassland
Food products,FR,38.3028144936381,FI,Grassland
Hotels and restaurants,FR,4.79422681741329,FI,Grassland
Education and health,FR,4.34229065014344,FI,Grassland
Food waste,FR,0.00496102872893236,FI,Grassland
Agriculture,GR,2.8345363370363,FI,Grassland
 -   ,GR,3.116003560211,FI,Grassland
Food products,GR,14.5445679255424,FI,Grassland
Hotels and restaurants,GR,2.74797368189903,FI,Grassland
Education and health,GR,2.19571742297898,FI,Grassland
Food waste,GR,0.000882380054786512,FI,Grassland
Agriculture,HR,0.0146892959821234,FI,Grassland
 -   ,HR,0.40745876683531,FI,Grassland
Food products,HR,0.266504824749202,FI,Grassland
Hotels and restaurants,HR,0.117836833782555,FI,Grassland
Education and health,HR,0.133514234736428,FI,Grassland
Food waste,HR,0.000181926229876997,FI,Grassland
Agriculture,HU,0.0750074603744242,FI,Grassland
 -   ,HU,3.01803092423516,FI,Grassland
Food products,HU,2.93280431714408,FI,Grassland
Hotels and restaurants,HU,2.22397210369031,FI,Grassland
Education and health,HU,1.84278274536255,FI,Grassland
Food waste,HU,0.00116581936114919,FI,Grassland
Agriculture,IE,0.25284598445436,FI,Grassland
 -   ,IE,7.5846144261219,FI,Grassland
Food products,IE,15.0863775918761,FI,Grassland
Hotels and restaurants,IE,4.49528501297092,FI,Grassland
Education and health,IE,3.91630625733084,FI,Grassland
Food waste,IE,0.00535750412344614,FI,Grassland
Agriculture,IT,0.20646284931881,FI,Grassland
 -   ,IT,3.3090505462615,FI,Grassland
Food products,IT,14.1192434828912,FI,Grassland
Hotels and restaurants,IT,1.68891306674591,FI,Grassland
Education and health,IT,1.45818271599381,FI,Grassland
Food waste,IT,0.0016873008161407,FI,Grassland
Agriculture,LT,0.145023023238369,FI,Grassland
 -   ,LT,4.28562884916395,FI,Grassland
Food products,LT,23.3847314912045,FI,Grassland
Hotels and restaurants,LT,0.673893518421432,FI,Grassland
Education and health,LT,0.650839049661303,FI,Grassland
Food waste,LT,0.000304114906765828,FI,Grassland
Agriculture,LU,0.0223911833326688,FI,Grassland
 -   ,LU,2.66265286088895,FI,Grassland
Food products,LU,0.463781687270076,FI,Grassland
Hotels and restaurants,LU,0.213503053910862,FI,Grassland
Education and health,LU,0.586052590087214,FI,Grassland
Food waste,LU,0.000923651566017363,FI,Grassland
Agriculture,LV,0.443342735606563,FI,Grassland
 -   ,LV,2.02706525056159,FI,Grassland
Food products,LV,24.9022746785693,FI,Grassland
Hotels and restaurants,LV,0.833629005437968,FI,Grassland
Education and health,LV,0.803361017584354,FI,Grassland
Food waste,LV,0.000393404971219931,FI,Grassland
Agriculture,MT,3.62406690331158e-05,FI,Grassland
 -   ,MT,0.00130987128409936,FI,Grassland
Food products,MT,0.000274626140115859,FI,Grassland
Hotels and restaurants,MT,0.000480669219314336,FI,Grassland
Education and health,MT,0.000487840647228735,FI,Grassland
Food waste,MT,6.28099809430227e-07,FI,Grassland
Agriculture,NL,24.5969588123989,FI,Grassland
 -   ,NL,4.66670081505136,FI,Grassland
Food products,NL,13.5455486548431,FI,Grassland
Hotels and restaurants,NL,1.82304294534301,FI,Grassland
Education and health,NL,1.41532577629946,FI,Grassland
Food waste,NL,0.00467035086353384,FI,Grassland
Agriculture,PL,0.3927634481812,FI,Grassland
 -   ,PL,3.3048182057698,FI,Grassland
Food products,PL,39.3175743687415,FI,Grassland
Hotels and restaurants,PL,1.53049090413249,FI,Grassland
Education and health,PL,1.51611325542774,FI,Grassland
Food waste,PL,0.00233131103248654,FI,Grassland
Agriculture,PT,0.0705716636222033,FI,Grassland
 -   ,PT,3.26813418942664,FI,Grassland
Food products,PT,2.9335633844728,FI,Grassland
Hotels and restaurants,PT,2.47100538692654,FI,Grassland
Education and health,PT,1.9764445290131,FI,Grassland
Food waste,PT,0.00142361301582194,FI,Grassland
Agriculture,RO,0.195709762867176,FI,Grassland
 -   ,RO,5.37709542051628,FI,Grassland
Food products,RO,3.38559536026967,FI,Grassland
Hotels and restaurants,RO,0.794637580059585,FI,Grassland
Education and health,RO,1.15660546785839,FI,Grassland
Food waste,RO,0.00455115713783271,FI,Grassland
Agriculture,SE,0.364980136431823,FI,Grassland
 -   ,SE,1.38256896435246,FI,Grassland
Food products,SE,15.712549047648,FI,Grassland
Hotels and restaurants,SE,0.703405417390631,FI,Grassland
Education and health,SE,0.615871790190824,FI,Grassland
Food waste,SE,0.000285749205085802,FI,Grassland
Agriculture,SI,0.0038866839186802,FI,Grassland
 -   ,SI,0.30348276471715,FI,Grassland
Food products,SI,0.135029571557359,FI,Grassland
Hotels and restaurants,SI,0.182832803299297,FI,Grassland
Education and health,SI,0.15594970729884,FI,Grassland
Food waste,SI,7.59766185424658e-05,FI,Grassland
Agriculture,SK,0.074130640614662,FI,Grassland
 -   ,SK,1.49124277535678,FI,Grassland
Food products,SK,7.89816830049704,FI,Grassland
Hotels and restaurants,SK,0.692337616014258,FI,Grassland
Education and health,SK,0.620352857506882,FI,Grassland
Food waste,SK,0.000412264110028295,FI,Grassland
Agriculture,GB,4.91060047067608,FI,Grassland
 -   ,GB,20.2804763299643,FI,Grassland
Food products,GB,33.5582340788997,FI,Grassland
Hotels and restaurants,GB,4.33298781544804,FI,Grassland
Education and health,GB,5.23306862813335,FI,Grassland
Food waste,GB,0.0179141318103543,FI,Grassland
Agriculture,US,4.10615501773343,FI,Grassland
 -   ,US,92.0376643393024,FI,Grassland
Food products,US,85.6459563535861,FI,Grassland
Hotels and restaurants,US,18.8154609826566,FI,Grassland
Education and health,US,25.5068202502978,FI,Grassland
Food waste,US,0.0831422464758584,FI,Grassland
Agriculture,JP,0.000435077022110025,FI,Grassland
 -   ,JP,0.0375416668240983,FI,Grassland
Food products,JP,0.00349917660151206,FI,Grassland
Hotels and restaurants,JP,0.00806209226744668,FI,Grassland
Education and health,JP,0.0100323208891217,FI,Grassland
Food waste,JP,1.82727273374634e-05,FI,Grassland
Agriculture,CN,2.47439839127934,FI,Grassland
 -   ,CN,657.799393372131,FI,Grassland
Food products,CN,19.0387124292248,FI,Grassland
Hotels and restaurants,CN,22.1768299489235,FI,Grassland
